imagen,cantidad,rutas
3070-108-20081-15745.jpg,2,\\10.18.3.1\home\img_art\3070-108-20081-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3070-108-20081-15745.jpg
3070-108-20081-72374.jpg,2,\\10.18.3.1\home\img_art\3070-108-20081-72374.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3070-108-20081-72374.jpg
3070-112-21665-100214.jpg,2,\\10.18.3.1\home\img_art\3070-112-21665-100214.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3070-112-21665-100214.jpg
3070-112-21665-15745.jpg,2,\\10.18.3.1\home\img_art\3070-112-21665-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3070-112-21665-15745.jpg
3070-112-23655-35312.jpg,2,\\10.18.3.1\home\img_art\3070-112-23655-35312.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3070-112-23655-35312.jpg
3077-123-23581-15745.jpg,2,\\10.18.3.1\home\img_art\3077-123-23581-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3077-123-23581-15745.jpg
3098-100-20081-15745.jpg,2,\\10.18.3.1\home\img_art\3098-100-20081-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3098-100-20081-15745.jpg
3098-100-23572-15745.jpg,2,\\10.18.3.1\home\img_art\3098-100-23572-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3098-100-23572-15745.jpg
3098-100-23572-83508.jpg,2,\\10.18.3.1\home\img_art\3098-100-23572-83508.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3098-100-23572-83508.jpg
3098-107-23580-15745.jpg,2,\\10.18.3.1\home\img_art\3098-107-23580-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3098-107-23580-15745.jpg
3098-107-23580-83508.jpg,2,\\10.18.3.1\home\img_art\3098-107-23580-83508.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3098-107-23580-83508.jpg
3105-100-20081-100214.jpg,2,\\10.18.3.1\home\img_art\3105-100-20081-100214.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\3105-100-20081-100214.jpg
4076-1315-9569-15745.jpg,2,\\10.18.3.1\home\img_art\4076-1315-9569-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4076-1315-9569-15745.jpg
4134-443-29706-15745.jpg,2,\\10.18.3.1\home\img_art\4134-443-29706-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4134-443-29706-15745.jpg
4134-443-29706-83517.jpg,2,\\10.18.3.1\home\img_art\4134-443-29706-83517.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4134-443-29706-83517.jpg
4134-443-29706-95373.jpg,2,\\10.18.3.1\home\img_art\4134-443-29706-95373.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4134-443-29706-95373.jpg
4136-1102-7815-52531.jpg,2,\\10.18.3.1\home\img_art\4136-1102-7815-52531.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4136-1102-7815-52531.jpg
4136-1113-7800-15745.jpg,2,\\10.18.3.1\home\img_art\4136-1113-7800-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4136-1113-7800-15745.jpg
4136-1113-7800-52531.jpg,2,\\10.18.3.1\home\img_art\4136-1113-7800-52531.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4136-1113-7800-52531.jpg
4136-394-7800-29452.jpg,2,\\10.18.3.1\home\img_art\4136-394-7800-29452.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4136-394-7800-29452.jpg
4136-394-7800-86347.jpg,2,\\10.18.3.1\home\img_art\4136-394-7800-86347.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4136-394-7800-86347.jpg
4136-395-7800-15745.jpg,2,\\10.18.3.1\home\img_art\4136-395-7800-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4136-395-7800-15745.jpg
4136-395-7800-29452.jpg,2,\\10.18.3.1\home\img_art\4136-395-7800-29452.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4136-395-7800-29452.jpg
4198-533-9569-15745.jpg,2,\\10.18.3.1\home\img_art\4198-533-9569-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4198-533-9569-15745.jpg
4198-533-9569-16072.jpg,2,\\10.18.3.1\home\img_art\4198-533-9569-16072.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4198-533-9569-16072.jpg
4198-533-9569-83517.jpg,2,\\10.18.3.1\home\img_art\4198-533-9569-83517.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4198-533-9569-83517.jpg
4198-533-9569-86347.jpg,2,\\10.18.3.1\home\img_art\4198-533-9569-86347.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4198-533-9569-86347.jpg
4198-533-9569-95373.jpg,2,\\10.18.3.1\home\img_art\4198-533-9569-95373.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4198-533-9569-95373.jpg
4198-534-12812-15745.jpg,2,\\10.18.3.1\home\img_art\4198-534-12812-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4198-534-12812-15745.jpg
4198-534-12812-52531.jpg,2,\\10.18.3.1\home\img_art\4198-534-12812-52531.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4198-534-12812-52531.jpg
4198-534-9569-15745.jpg,2,\\10.18.3.1\home\img_art\4198-534-9569-15745.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4198-534-9569-15745.jpg
4198-534-9569-52531.jpg,2,\\10.18.3.1\home\img_art\4198-534-9569-52531.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4198-534-9569-52531.jpg
4198-534-9569-86347.jpg,2,\\10.18.3.1\home\img_art\4198-534-9569-86347.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4198-534-9569-86347.jpg
4202-547-27793-15787.jpg,2,\\10.18.3.1\home\img_art\4202-547-27793-15787.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4202-547-27793-15787.jpg
4202-547-27793-16072.jpg,2,\\10.18.3.1\home\img_art\4202-547-27793-16072.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4202-547-27793-16072.jpg
4202-554-28982-100481.jpg,2,\\10.18.3.1\home\img_art\4202-554-28982-100481.jpg | \\10.18.3.1\home\img_art\c08cef94c9cb4143a9e72bfacd5c6cdf\4202-554-28982-100481.jpg
